pAsuram,Word,Meaning,
1-2-6-paNangaL Ayiram,pozhil,in the gardens,
1-2-6-paNangaL Ayiram,vaNdu,beetles,
1-2-6-paNangaL Ayiram,nuzhaindhu,entered,
1-2-6-paNangaL Ayiram,isai solum,humming the tunes,
1-2-6-paNangaL Ayiram,piridhi,in thiruppiridhi,
1-2-6-paNangaL Ayiram,senRu,go,
1-2-6-paNangaL Ayiram,nenjE,Oh mind!,
1-2-6-paNangaL Ayiram,adai,try to reach,
1-2-7-kArkoL vEngaigaL,nenjE,Oh mind!,
1-2-7-kArkoL vEngaigaL,kArkoL,taking over the cloud,
1-2-7-kArkoL vEngaigaL,vEngaigaL,vEngai (kino) trees,
1-2-7-kArkoL vEngaigaL,thazhuviya,embracing,
1-2-7-kArkoL vEngaigaL,kanam,vast,
1-2-7-kArkoL vEngaigaL,varai,present on the slopes,
1-2-7-kArkoL vEngaigaL,kaRi,black pepper-s,
1-2-7-kArkoL vEngaigaL,vaLAr,grown,
1-2-7-kArkoL vEngaigaL,kodi,creepers,
1-2-7-kArkoL vEngaigaL,thunni,dense,
1-2-7-kArkoL vEngaigaL,punam,in the lands on river banks,
1-2-7-kArkoL vEngaigaL,varai,small hills,
1-2-7-kArkoL vEngaigaL,thazhuviya,living,
1-2-7-kArkoL vEngaigaL,pOr koL,ready to fight,
1-2-7-kArkoL vEngaigaL,vEngaigaL,having cheetahs,
1-2-7-kArkoL vEngaigaL,pU,(always) blossoming,
1-2-7-kArkoL vEngaigaL,pozhil,having garden,
1-2-7-kArkoL vEngaigaL,imayaththuL,in himalayan mountain,
1-2-7-kArkoL vEngaigaL,imaiyOrgaL,dhEvathAs such as brahmA et al,
1-2-7-kArkoL vEngaigaL,Er koL,beautiful,
1-2-7-kArkoL vEngaigaL,pU,blossomed,
1-2-7-kArkoL vEngaigaL,sunai,ponds,
1-2-7-kArkoL vEngaigaL,thadam,on the ghats,
1-2-7-kArkoL vEngaigaL,padindhu,bathing,
1-2-7-kArkoL vEngaigaL,inam,belonging to same species,
1-2-7-kArkoL vEngaigaL,malar ettum,eight types of flowers,
1-2-7-kArkoL vEngaigaL,ittu,submit,
1-2-7-kArkoL vEngaigaL,pErgaL Ayiram,thousand divine names,
1-2-7-kArkoL vEngaigaL,paravi ninRu,speaking incoherently,
1-2-7-kArkoL vEngaigaL,adi thozhum,worshipping,
1-2-7-kArkoL vEngaigaL,piridhi,in thiruppiridhi,
1-2-7-kArkoL vEngaigaL,senRu adai,go and reach.,
1-2-8-iravu kUrndhu,iravu,night only,
1-2-8-iravu kUrndhu,kUrndhu,being more,
1-2-8-iravu kUrndhu,iruL perugiya,being dark only,
1-2-8-iravu kUrndhu,varai muzhai,in the mountain caves,
1-2-8-iravu kUrndhu,irum pasi adhu,great hunger,
1-2-8-iravu kUrndhu,kUra,as increased,
1-2-8-iravu kUrndhu,aravam,pythons,
1-2-8-iravu kUrndhu,Avikkum,yawned,
1-2-8-iravu kUrndhu,agan pozhil thazhuviya,having inner garden,
1-2-8-iravu kUrndhu,aru,difficult to climb,
1-2-8-iravu kUrndhu,varai,having slopes,
1-2-8-iravu kUrndhu,imayaththu,in himavAn,
1-2-8-iravu kUrndhu,paraman,oh greater than all!,
1-2-8-iravu kUrndhu,Adhi,Oh cause of the universe!,
1-2-8-iravu kUrndhu,em,for us,
1-2-8-iravu kUrndhu,pani,cool,
1-2-8-iravu kUrndhu,mugil,cloud like,
1-2-8-iravu kUrndhu,vaNNan,oh one who is having a form,
1-2-8-iravu kUrndhu,enRu eNNi ninRu,saying in this manner,
1-2-8-iravu kUrndhu,imaiyOrgaL,dhEvathAs,
1-2-8-iravu kUrndhu,piramanOdu,with brahmA,
1-2-8-iravu kUrndhu,senRu,go,
1-2-8-iravu kUrndhu,adithozhum,can approach,
1-2-8-iravu kUrndhu,perum thagai,having great fame,
1-2-8-iravu kUrndhu,piridhi,in thiruppiridhi,
1-2-8-iravu kUrndhu,senRu,go,
1-2-8-iravu kUrndhu,nenjE,oh mind!,
1-2-8-iravu kUrndhu,adai,try to reach.,
1-2-9-odhi-ayira-Odhi Ayira,Ayira nAmangaL,(his) thousand divine names,
1-2-9-odhi-ayira-Odhi Ayira,Odhi,recite (with that),
1-2-9-odhi-ayira-Odhi Ayira,uNarndhavarkku,for those who acquired the knowledge (that he is the protector),
1-2-9-odhi-ayira-Odhi Ayira,uRu,occur,
1-2-9-odhi-ayira-Odhi Ayira,thuyar,sins,
1-2-9-odhi-ayira-Odhi Ayira,adaiyAmal,to not reach (them),
1-2-9-odhi-ayira-Odhi Ayira,Edham inRi,to not have any sorrows (for his devotees),
1-2-9-odhi-ayira-Odhi Ayira,ninRu aruLum,mercifully present,
1-2-9-odhi-ayira-Odhi Ayira,nam,our lord,
1-2-9-odhi-ayira-Odhi Ayira,perum thagai,greatly famous,
1-2-9-odhi-ayira-Odhi Ayira,irundha,coming and residing,
1-2-9-odhi-ayira-Odhi Ayira,nal,distinguished,
1-2-9-odhi-ayira-Odhi Ayira,imayaththu,in himavAn,
1-2-9-odhi-ayira-Odhi Ayira,thAdhu,buds,
1-2-9-odhi-ayira-Odhi Ayira,malgiya,being abundant,
1-2-9-odhi-ayira-Odhi Ayira,piNdi,aSOka flowers,
1-2-9-odhi-ayira-Odhi Ayira,viNdu,opened,
1-2-9-odhi-ayira-Odhi Ayira,alarginRa,blossoming,
1-2-9-odhi-ayira-Odhi Ayira,thazhal purai,like fire,
1-2-9-odhi-ayira-Odhi Ayira,ezhil,beauty,
1-2-9-odhi-ayira-Odhi Ayira,pEdhai,ignorant,
1-2-9-odhi-ayira-Odhi Ayira,vaNdugaL,beetles,
1-2-9-odhi-ayira-Odhi Ayira,nOkki,saw (that),
1-2-9-odhi-ayira-Odhi Ayira,eri ena,considering that to be fire,
1-2-9-odhi-ayira-Odhi Ayira,veruvaru,fearing,
1-2-9-odhi-ayira-Odhi Ayira,piridhi,in thiruppiridhi,
1-2-9-odhi-ayira-Odhi Ayira,senRu,going,
1-2-9-odhi-ayira-Odhi Ayira,nenjE,manassE (Oh mind!),
1-2-9-odhi-ayira-Odhi Ayira,adai,try to reach.,
1-2-10-kariya mAmugil,kariya,dark,
1-2-10-kariya mAmugil,mAmugil,huge clouds,
1-2-10-kariya mAmugil,padalangaL avai,the groups,
1-2-10-kariya mAmugil,kidandhu,remaining in one place,
1-2-10-kariya mAmugil,muzhangida,as they make noise (hearing that noise),
1-2-10-kariya mAmugil,periya,big,
1-2-10-kariya mAmugil,mAsuNam,pythons,
1-2-10-kariya mAmugil,kaLiRu enRu,confusing those clouds to be elephants (arriving to be their prey),
1-2-10-kariya mAmugil,varai ena,like mountain,
1-2-10-kariya mAmugil,peyar tharu,will come swaying,
1-2-10-kariya mAmugil,piridhi,eternally residing in thiruppiridhi,
1-2-10-kariya mAmugil,emperumAnai,on sarvESvaran,
1-2-10-kariya mAmugil,vari koL,having stripes,
1-2-10-kariya mAmugil,vaNdu,beetles,
1-2-10-kariya mAmugil,aRai,humming,
1-2-10-kariya mAmugil,pai,vast,
1-2-10-kariya mAmugil,pozhil,having garden,
1-2-10-kariya mAmugil,mangaiyar,the ruler of the residents of thirumangai region,
1-2-10-kariya mAmugil,kaliyandhu,AzhwAr-s,
1-2-10-kariya mAmugil,oli,merciful pAsurams which have sound,
1-2-10-kariya mAmugil,mAlai,being garland,
1-2-10-kariya mAmugil,ariya,difficult for anyone to know,
1-2-10-kariya mAmugil,in,sweet,
1-2-10-kariya mAmugil,isai,pAsurams which have tune,
1-2-10-kariya mAmugil,pAdum,those who recite,
1-2-10-kariya mAmugil,nal,distinguished,
1-2-10-kariya mAmugil,adiyavarkku,the bhAgavathas,
1-2-10-kariya mAmugil,aruvinai,great sins,
1-2-10-kariya mAmugil,adaiyA,will not reach,
1-3-1-muRRa mUththu,muRRa mUththu,becoming very old,
1-3-1-muRRa mUththu,kOl,stick,
1-3-1-muRRa mUththu,thuNaiyA,having as help,
1-3-1-muRRa mUththu,mun adi,step to place forward,
1-3-1-muRRa mUththu,vaLaindhu nOkki,looking down by bowing the head,
1-3-1-muRRa mUththu,iRRa kAl pOl,like a broken leg,
1-3-1-muRRa mUththu,thaLLi,stumble,
1-3-1-muRRa mUththu,angu,in a place,
1-3-1-muRRa mUththu,meLLa,softly,
1-3-1-muRRa mUththu,irundhu,being seated,
1-3-1-muRRa mUththu,iLaiyAmun,"before giving up on getting tired, in this manner,",
1-3-1-muRRa mUththu,peRRa thAy pOl vandha,one who came in the form of the mother,
1-3-1-muRRa mUththu,pEychchi,pUthanA-s,
1-3-1-muRRa mUththu,peru mulaiyUdu,through the large bosom,
1-3-1-muRRa mUththu,uyirai,her life,
1-3-1-muRRa mUththu,vaRRa,to become dry,
1-3-1-muRRa mUththu,vAngi,sucked,
1-3-1-muRRa mUththu,uNda,mercifully consumed,
1-3-1-muRRa mUththu,vAyAn,the abode of sarvESvaran who has such beautiful lips,
1-3-1-muRRa mUththu,vadhari,SrI badhari,
1-3-1-muRRa mUththu,vaNanguvOm,let us worship,
1-3-2-mudhugu paRRi,kaiththalaththAl,with hand,
1-3-2-mudhugu paRRi,mudhugu paRRi,supporting the back,
1-3-2-mudhugu paRRi,mun oru kOl,having a stick in the front,
1-3-2-mudhugu paRRi,UnRi,placing it in the ground firmly,
1-3-2-mudhugu paRRi,vidhirvidhirththu,have the body shaking,
1-3-2-mudhugu paRRi,kaNsuzhanRu,eyes rolling [in fatigue],
1-3-2-mudhugu paRRi,mEl kiLai koNdu,with high tone,
1-3-2-mudhugu paRRi,irumi,coughing,
1-3-2-mudhugu paRRi,iLaiyavar,children,
1-3-2-mudhugu paRRi,appar,elders,
1-3-2-mudhugu paRRi,mUththa ARu,attained old-age,
1-3-2-mudhugu paRRi,idhu en,how (being too old!),
1-3-2-mudhugu paRRi,enRu,saying this way,
1-3-2-mudhugu paRRi,EsA mun,before they scold,
1-3-2-mudhugu paRRi,madhu,honey in flowers,
1-3-2-mudhugu paRRi,uN,drinking,
1-3-2-mudhugu paRRi,vaNdu,beetles,
1-3-2-mudhugu paRRi,paNgaL pAdum,humming tunes,
1-3-2-mudhugu paRRi,vadhari,SrIbadhari,
1-3-2-mudhugu paRRi,vaNangudhum,let us worship,
1-3-3-uRigaLpOl,mey,in the body,
1-3-3-uRigaLpOl,narambu,nerves,
1-3-3-uRigaLpOl,uRigaL pOl,like rope,
1-3-3-uRigaLpOl,ezhundhu,becoming projected (well visible from outside),
1-3-3-uRigaLpOl,Un,flesh,
1-3-3-uRigaLpOl,thaLarndhu,become loosened,
1-3-3-uRigaLpOl,uLLam,heart,
1-3-3-uRigaLpOl,eLgi,becoming broken (to go away),
1-3-3-uRigaLpOl,neRiyai nOkki,seeing the route (due to the fatigue),
1-3-3-uRigaLpOl,kaN suzhanRu,rolling the eyes,
1-3-3-uRigaLpOl,ninRu,remaining immovable,
1-3-3-uRigaLpOl,nadungAmun,before reaching the stage of shivering,
1-3-3-uRigaLpOl,nenjam,Oh mind!,
1-3-3-uRigaLpOl,aRidhi Agil,if you have knowledge,
1-3-3-uRigaLpOl,anbAy,having bhakthi (towards sarvESvaran),
1-3-3-uRigaLpOl,Ayira nAmam,(his) thousand divine names,
1-3-3-uRigaLpOl,solli,reciting,
1-3-3-uRigaLpOl,veRi koL,very fragrant,
1-3-3-uRigaLpOl,vaNdu,beetles,
1-3-3-uRigaLpOl,paNgaL,musical songs,
1-3-3-uRigaLpOl,pAdum,humming,
1-3-3-uRigaLpOl,vadhari,SrI badhari,
1-3-3-uRigaLpOl,vaNangudhumE,let us worship,
1-3-4-pILai sOra,kaN idungi,eyes shrinking,
1-3-4-pILai sOra,pILai,dirt in the eyes,
1-3-4-pILai sOra,sOra,to come out,
1-3-4-pILai sOra,piththu,bile,
1-3-4-pILai sOra,ezha,to rise,
1-3-4-pILai sOra,mUththu,having attained old-age,
1-3-4-pILai sOra,irumi,cough,
1-3-4-pILai sOra,thALgaL,feet,
1-3-4-pILai sOra,thammil mutti,hitting each other,
1-3-4-pILai sOra,nOva,to cause pain,
1-3-4-pILai sOra,thaLLi,stumble,
1-3-4-pILai sOra,nadavAmun,before walking,
1-3-4-pILai sOra,kALaiyAgi,being a youth,
1-3-4-pILai sOra,kanRu mEyththu,tending the calves,
1-3-4-pILai sOra,anRu,that day (when indhra showered hail storm),
1-3-4-pILai sOra,kunRu,gOvardhana hill,
1-3-4-pILai sOra,eduththu,lifted as umbrella,
1-3-4-pILai sOra,ninRAn,stood holding it (for seven days) - his,
1-3-4-pILai sOra,vALai,fish,
1-3-4-pILai sOra,pAyum,jumping around,
1-3-4-pILai sOra,thaN,cool,
1-3-4-pILai sOra,thadam,ponds,
1-3-4-pILai sOra,sUzh,surrounded,
1-3-4-pILai sOra,vadhari,SrI badhari,
1-3-4-pILai sOra,vaNangudhum,let us worship,
1-3-5-paNdu kAmar,paNdu,During adulthood,
1-3-5-paNdu kAmar,kAmarAna ARum,the way girls had a liking for him,
1-3-5-paNdu kAmar,pAvaiyar,those girls-,
1-3-5-paNdu kAmar,vAy,in their mouth,
1-3-5-paNdu kAmar,amudham,nectar,
1-3-5-paNdu kAmar,uNda ARum,how he drank,
1-3-5-paNdu kAmar,vAzhndha ARum,how he enjoyed petty pleasures (and destroyed the self),
1-3-5-paNdu kAmar,okka,in a singular manner,
1-3-5-paNdu kAmar,uraiththu,spoke (and due to that fatigue),
1-3-5-paNdu kAmar,irumi,coughed (in between),
1-3-5-paNdu kAmar,thaNdu,stick,
1-3-5-paNdu kAmar,kAlA,having as foot,
1-3-5-paNdu kAmar,UnRi UnRi,"(due to weakness, in the same place) pressing it repeatedly",
1-3-5-paNdu kAmar,thaLLi,becoming weak,
1-3-5-paNdu kAmar,nadavAmun,before having to walk,
1-3-5-paNdu kAmar,vaNdu pAdum,beetles humming,
1-3-5-paNdu kAmar,thaN,cool,
1-3-5-paNdu kAmar,thuzhAyAn,"sarvESvaran, who is adorning thiruththuzhAy (thuLasi) garland, his",
1-3-5-paNdu kAmar,vadhari,SrI badhari,
1-3-5-paNdu kAmar,vaNangudhum,let us worship,
1-3-6-eyththa sollOdu,eyththa,weak,
1-3-6-eyththa sollOdu,sollOdu,with speech,
1-3-6-eyththa sollOdu,ILai,due to mucus,
1-3-6-eyththa sollOdu,Engi,becoming weak,
1-3-6-eyththa sollOdu,irumi,suffering from cough,
1-3-6-eyththa sollOdu,udalam,body,
1-3-6-eyththa sollOdu,iLaiththu,becoming thin,
1-3-6-eyththa sollOdu,piththarpOla,like mad men,
1-3-6-eyththa sollOdu,siththam vERAyp pEsi,thinking one thing and speaking something else,
1-3-6-eyththa sollOdu,ayarA mun,before breaking down,
1-3-6-eyththa sollOdu,aththan,being lord,
1-3-6-eyththa sollOdu,endhai,being my father,
1-3-6-eyththa sollOdu,AdhimUrththi,being the cause of the universe,
1-3-6-eyththa sollOdu,Azh,deep,
1-3-6-eyththa sollOdu,kadalai,ocean,
1-3-6-eyththa sollOdu,kadaindha,one who churned,
1-3-6-eyththa sollOdu,maiththa,dark,
1-3-6-eyththa sollOdu,sOdhi,having radiance,
1-3-6-eyththa sollOdu,emperumAn,"sarvESvaran who accepted me as a servitor, his",
1-3-6-eyththa sollOdu,vadhari,SrI badhari,
1-3-6-eyththa sollOdu,vaNangudhum,let us worship,
1-3-7-pappa appar,sIththiraLai oppa,like a cluster of pus,
1-3-7-pappa appar,aikkaL,mucus,
1-3-7-pappa appar,pOdha undha,as it get pushed out (seeing that),
1-3-7-pappa appar,seppu nEr,like a copper pot,
1-3-7-pappa appar,mel,soft,
1-3-7-pappa appar,kongai,having bosoms,
1-3-7-pappa appar,nallAr,the women whom he thought to be his well-wishers,
1-3-7-pappa appar,pappa,Oh my,
1-3-7-pappa appar,appar,the elderly person,
1-3-7-pappa appar,mUththa ARu,the way he has aged,
1-3-7-pappa appar,pAzhppadhu,is unbelievably bad (saying this way),
1-3-7-pappa appar,thAm,"they (who liked him previously, looking at those who were nearby)",
1-3-7-pappa appar,un thamar,he who is related to you,
1-3-7-pappa appar,kANmin,see his state,
1-3-7-pappa appar,enRu,saying this,
1-3-7-pappa appar,siriyAdha munnam,before they make fun,
1-3-7-pappa appar,nangaL,for us,
1-3-7-pappa appar,vaippum,wealth for emergency situations,
1-3-7-pappa appar,vAzhvum AnAn,"our prosperous life, his",
1-3-7-pappa appar,vadhari,SrI badhari,
1-3-7-pappa appar,vaNangudhum,let us worship,
1-3-8-Isi pOmin,pOmin,Go away,
1-3-8-Isi pOmin,Isi,-chI! chI!- (thamizh phrase to show disgust),
1-3-8-Isi pOmin,Ingu,here,
1-3-8-Isi pOmin,irEnmin,don-t stay,
1-3-8-Isi pOmin,irumi,due to cough,
1-3-8-Isi pOmin,iLaiththIr,have a weakened body (hearing our words),
1-3-8-Isi pOmin,uLLam kUsi ittIr,felt shameful in your heart,
1-3-8-Isi pOmin,enRu pEsum,those who speak this way,
1-3-8-Isi pOmin,kuvaLai,like a kuvaLai flower,
1-3-8-Isi pOmin,am,beautiful,
1-3-8-Isi pOmin,kaNNiyarpAl,towards women who have eyes,
1-3-8-Isi pOmin,nAsamAna pAsam,attachment which will lead to destruction,
1-3-8-Isi pOmin,vittu,giving up,
1-3-8-Isi pOmin,nal neRi nOkkal uRil,while looking out for the noble path,
1-3-8-Isi pOmin,vAsam malgu,filled with fragrance,
1-3-8-Isi pOmin,thaN,cool,
1-3-8-Isi pOmin,thuzhAyAn,where sarvESvaran who is adorning thiruththuzhAy (thuLasi) is permanently residing,
1-3-8-Isi pOmin,vadhari,SrI badhari,
1-3-8-Isi pOmin,vaNangudhum,let us worship,
1-3-9-pulangaL naiya,meyyil,in the body,
1-3-9-pulangaL naiya,pulangaL,senses,
1-3-9-pulangaL naiya,naiya,to become weak,
1-3-9-pulangaL naiya,mUththu,having become old,
1-3-9-pulangaL naiya,pOndhu,going to a secluded place,
1-3-9-pulangaL naiya,irundhu,remaining (there),
1-3-9-pulangaL naiya,uLLam eLgi,having the heart worried,
1-3-9-pulangaL naiya,kalanga,"as imbalance (in vAdha, piththa and SlEshma) occurs (due to that)",
1-3-9-pulangaL naiya,aikkaL,kapam (mucus),
1-3-9-pulangaL naiya,pOdha undhi,getting pushed out greatly,
1-3-9-pulangaL naiya,kaNda,as things are seen,
1-3-9-pulangaL naiya,pidhaRRA mun,before blabbering,
1-3-9-pulangaL naiya,valam koL,(performing favourable actions such as) circumambulating etc,
1-3-9-pulangaL naiya,thoNdar,SrIvaishNavas who are servitors,
1-3-9-pulangaL naiya,alangalAya,in the form of a garland,
1-3-9-pulangaL naiya,thaN thuzhAy,cool thiruththuzhAy,
1-3-9-pulangaL naiya,koNdu,holding in hand,
1-3-9-pulangaL naiya,Ayiram nAmam,(his) thousand divine names,
1-3-9-pulangaL naiya,solli,recite,
1-3-9-pulangaL naiya,pAdi,sing,
1-3-9-pulangaL naiya,Adum,dancing,
1-3-9-pulangaL naiya,vadhari,sarvESvaran who is residing in SrI badhari,
1-3-9-pulangaL naiya,vaNangudhum,let us worship,
1-3-10-vaNdu thaNdEn,vaNdu,beetles,
1-3-10-vaNdu thaNdEn,thaN thEn,cool honey,
1-3-10-vaNdu thaNdEn,uNdu,drink,
1-3-10-vaNdu thaNdEn,vAzhum,living joyfully,
1-3-10-vaNdu thaNdEn,vadhari,mercifully residing in SrI badhari,
1-3-10-vaNdu thaNdEn,nedumAlai,on the supreme lord,
1-3-10-vaNdu thaNdEn,kaNdal,thAzhai (a type of plant),
1-3-10-vaNdu thaNdEn,vEli,as protective fence,
1-3-10-vaNdu thaNdEn,mangai,for thirumangai,
1-3-10-vaNdu thaNdEn,vEndhan,king,
1-3-10-vaNdu thaNdEn,kaliyan,mercifully spoken by AzhwAr,
1-3-10-vaNdu thaNdEn,oli mAlai koNdu,with this decad which is having a garland of words,
1-3-10-vaNdu thaNdEn,thoNdar,servitors,
1-3-10-vaNdu thaNdEn,pAdi,sing,
1-3-10-vaNdu thaNdEn,Adak kUdidil,if they can dance,
1-3-10-vaNdu thaNdEn,nIL visumbil allAl,other than in paramapadham,
1-3-10-vaNdu thaNdEn,maRRu,any other,
1-3-10-vaNdu thaNdEn,Or aNdam,a world,
1-3-10-vaNdu thaNdEn,avarkku,for them,
1-3-10-vaNdu thaNdEn,Atchi aRiyOm,won-t rule,
1-4-1-EnamunAgi,anRu,long ago (when earth was consumed by deluge),
1-4-1-EnamunAgi,imaiyavar,brahmA et al,
1-4-1-EnamunAgi,iNai adi,divine feet which are beautiful together,
1-4-1-EnamunAgi,vaNanga,to worship,
1-4-1-EnamunAgi,mun,in the beginning of varAha kalpa (one day of brahmA),
1-4-1-EnamunAgi,EnamAgi,assuming the form of a wild-boar,
1-4-1-EnamunAgi,iru nilam,vast earth,
1-4-1-EnamunAgi,idandhu,dug it out,
1-4-1-EnamunAgi,thAnavan,"rAvaNa who was born in dhanu clan, his",
1-4-1-EnamunAgi,Agam,body,
1-4-1-EnamunAgi,tharaNiyil,on earth,
1-4-1-EnamunAgi,puraLa,to roll,
1-4-1-EnamunAgi,thadam,big,
1-4-1-EnamunAgi,silai,bow,
1-4-1-EnamunAgi,kuniththa,mercifully bent,
1-4-1-EnamunAgi,en thalaivan,"nArAyaNa, my lord",
1-4-1-EnamunAgi,thEn amar,having abundance of honey,
1-4-1-EnamunAgi,sOlai,spread out like an orchard,
1-4-1-EnamunAgi,kaRpagam,kalpaka tree,
1-4-1-EnamunAgi,payandha,created,
1-4-1-EnamunAgi,dheyvam,divine,
1-4-1-EnamunAgi,nal,distinguished,
1-4-1-EnamunAgi,naRu,fragrant,
1-4-1-EnamunAgi,malar,flowers,
1-4-1-EnamunAgi,vAnavar,dhEvathAs,
1-4-1-EnamunAgi,koNarndhu,brought (and submitted),
1-4-1-EnamunAgi,vaNangum,to worship,
1-4-1-EnamunAgi,gangaiyin karai mEl,on the banks of gangA,
1-4-1-EnamunAgi,vadhari AchchirAmaththu,in badharikASramam,
1-4-1-EnamunAgi,uLLAn,is mercifully residing,
1-4-2-kAnidai uruvai,kAnidai,in the forest,
1-4-2-kAnidai uruvai,uruvai,the illusory deer,
1-4-2-kAnidai uruvai,kaNdu,saw,
1-4-2-kAnidai uruvai,sudu saram,arrow which will burn,
1-4-2-kAnidai uruvai,thurandhu,shooting (at it),
1-4-2-kAnidai uruvai,mun,on the day when surgrIva surrendered,
1-4-2-kAnidai uruvai,kodum thozhil,cruel activity,
1-4-2-kAnidai uruvai,uravOn,on vAli who is strong as well,
1-4-2-kAnidai uruvai,Un udai,filled with flesh,
1-4-2-kAnidai uruvai,agalaththu,on the chest,
1-4-2-kAnidai uruvai,adu kaNai,the killer arrow,
1-4-2-kAnidai uruvai,kuLippa,to pierce,
1-4-2-kAnidai uruvai,uyir,(his) life,
1-4-2-kAnidai uruvai,kavarndhu,took away,
1-4-2-kAnidai uruvai,ugandha,and became pleased,
1-4-2-kAnidai uruvai,em oruvan,my lord who has matchless strength,
1-4-2-kAnidai uruvai,thEn udai,having honey,
1-4-2-kAnidai uruvai,kamalaththu,born in the lotus flower in emperumAn-s divine navel,
1-4-2-kAnidai uruvai,ayanodu,with brahmA,
1-4-2-kAnidai uruvai,dhEvar,dhEvathAs,
1-4-2-kAnidai uruvai,senRu senRu,pushing each other and entered,
1-4-2-kAnidai uruvai,iRainjida,to bathe [and purify oneself] before surrendering,
1-4-2-kAnidai uruvai,vAnidai,on the sky,
1-4-2-kAnidai uruvai,mudhu nIr,the ancient water,
1-4-2-kAnidai uruvai,perugu,flowing greatly,
1-4-2-kAnidai uruvai,gangaiyin karai mEl,on the banks of gangA,
1-4-2-kAnidai uruvai,vadhariyAchchiramaththu uLLAn,is mercifully residing in SrI badharIkASramam,
1-4-3-ilangaiyum kadalum,ilangaiyum,lankA,
1-4-3-ilangaiyum kadalum,kadalum,ocean,
1-4-3-ilangaiyum kadalum,adal arum,invincible (by anyone),
1-4-3-ilangaiyum kadalum,thuppil,having strength,
1-4-3-ilangaiyum kadalum,irunidhikku iRaivanum,rAvaNa who is the lord of Sanka nidhi and padhma nidhi,
1-4-3-ilangaiyum kadalum,arakkar kulangaLum,the demoniac clan,
1-4-3-ilangaiyum kadalum,keda,to be destroyed,
1-4-3-ilangaiyum kadalum,mun,during rAmAvathAram,
1-4-3-ilangaiyum kadalum,kodu,cruel,
1-4-3-ilangaiyum kadalum,thozhil,acts,
1-4-3-ilangaiyum kadalum,purindha,performed,
1-4-3-ilangaiyum kadalum,koRRavan,"sarvESvaran, the king",
1-4-3-ilangaiyum kadalum,kozhu,shining,
1-4-3-ilangaiyum kadalum,sudar,sun,
1-4-3-ilangaiyum kadalum,suzhanRa,circumambulate,
1-4-3-ilangaiyum kadalum,vilangalil,on mEru mountain,
1-4-3-ilangaiyum kadalum,urinji,hit,
1-4-3-ilangaiyum kadalum,mEl ninRa,atop,
1-4-3-ilangaiyum kadalum,visumbil,on the sky,
1-4-3-ilangaiyum kadalum,veL,having whitish colour,
1-4-3-ilangaiyum kadalum,kodith thugil ena,like a cloth hoisted on a flag-post,
1-4-3-ilangaiyum kadalum,virindhu,vastly spread,
1-4-3-ilangaiyum kadalum,valam tharum,being strong (due to its force),
1-4-3-ilangaiyum kadalum,maNi,clear,
1-4-3-ilangaiyum kadalum,nIr,filled with water,
1-4-3-ilangaiyum kadalum,gangaiyin karai mEl,on the banks of gangA,
1-4-3-ilangaiyum kadalum,vadhariyAchchirAmaththu uLLAn,is eternally residing in SrI badharIkASramam,
1-4-4-thuNivini,manamE,Oh mind!,
1-4-4-thuNivini,ini,now,
1-4-4-thuNivini,unakku,to you who don-t know the greatness of bhagavAn,
1-4-4-thuNivini,thuNivu,a firm advise,
1-4-4-thuNivini,solluvan,I am giving;,
1-4-4-thuNivini,thoNdargaL thamakku,for the devotees,
1-4-4-thuNivini,piNi,hurdles,
1-4-4-thuNivini,pOkki,eliminate,
1-4-4-thuNivini,amarar,nithyasUris-,
1-4-4-thuNivini,peru visumbu,paramapadhamn [SrIvaikuNtam],
1-4-4-thuNivini,aruLum,mercifully granting,
1-4-4-thuNivini,pEr aruLALan,very merciful,
1-4-4-thuNivini,emperumAn,"sarvESvaran,",
1-4-4-thuNivini,aNi nIr,beautiful water,
1-4-4-thuNivini,malar,with flowers,
1-4-4-thuNivini,aNi,decorated,
1-4-4-thuNivini,kuzhalAr,having hair,
1-4-4-thuNivini,arambaiyar,the celestial girls-,
1-4-4-thuNivini,thugilum,clothes,
1-4-4-thuNivini,Aramum,ornaments,
1-4-4-thuNivini,vAri vandhu,gathering those,
1-4-4-thuNivini,maNi,precious gems,
1-4-4-thuNivini,kozhiththu,pushing,
1-4-4-thuNivini,izhindha,coming,
1-4-4-thuNivini,gangaiyin karai mEl,on the banks of gangA,
1-4-4-thuNivini,vadhariyAchchirAmaththu,in SrI badharIkASramam,
1-4-4-thuNivini,uLLAn,mercifully residing (him),
1-4-4-thuNivini,thozhudhu,worship,
1-4-4-thuNivini,ezhu,try to be uplifted.,
1-4-5-pEyidaikkirundhu,vandha,one who arrived like mother,
1-4-5-pEyidaikkirundhu,pEy,pUthanA-s,
1-4-5-pEyidaikkirundhu,idaikku irundhu,staying on her lap,
1-4-5-pEyidaikkirundhu,maRRu,further,
1-4-5-pEyidaikkirundhu,avaL than,her,
1-4-5-pEyidaikkirundhu,peru mulai,large bosoms,
1-4-5-pEyidaikkirundhu,suvaiththida,consumed;,
1-4-5-pEyidaikkirundhu,(Seeing that),,
1-4-5-pEyidaikkirundhu,peRRa thAy,yaSOdhAp pirAtti who is his real mother,
1-4-5-pEyidaikkirundhu,idaikku,on (pUthanA-s) lap,
1-4-5-pEyidaikkirundhu,iruththal,staying firmly,
